"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","dram__bytes.sum.per_second","Tbyte/s","3.13",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","l1tex__average_t_sectors_per_request_pipe_lsu_mem_global_op_ld.ratio","sector","20.31",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","launch__occupancy_limit_registers","block","16",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","launch__occupancy_limit_shared_mem","block","32",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","launch__registers_per_thread","register/thread","32",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","launch__shared_mem_per_block_dynamic","byte/block","0",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","lts__t_bytes.sum.per_second","Tbyte/s","6.27",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","lts__t_sector_hit_rate.pct","%","57.40",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","sm__warps_active.avg.pct_of_peak_sustained_active","%","96.90",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","smsp__average_warps_issue_stalled_barrier_per_issue_active.ratio","inst","0",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","smsp__average_warps_issue_stalled_long_scoreboard_per_issue_active.ratio","inst","315.44",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","smsp__average_warps_issue_stalled_mio_throttle_per_issue_active.ratio","inst","0.01",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","Command line profiler metrics","smsp__average_warps_issue_stalled_no_instruction_per_issue_active.ratio","inst","57.83",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","2.62",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.53",
"0","244011","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatedncu_baseline_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tenso_0","1","7","(128, 1, 1)","(259474, 1, 1)","0","9.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","1093772565",
